,duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,protocol_type_tcp,protocol_type_udp,service_X11,service_Z39_50,service_aol,service_auth,service_bgp,service_courier,service_csnet_ns,service_ctf,service_daytime,service_discard,service_domain,service_domain_u,service_echo,service_eco_i,service_ecr_i,service_efs,service_exec,service_finger,service_ftp,service_ftp_data,service_gopher,service_harvest,service_hostnames,service_http,service_http_2784,service_http_443,service_http_8001,service_imap4,service_iso_tsap,service_klogin,service_kshell,service_ldap,service_link,service_login,service_mtp,service_name,service_netbios_dgm,service_netbios_ns,service_netbios_ssn,service_netstat,service_nnsp,service_nntp,service_ntp_u,service_other,service_pm_dump,service_pop_2,service_pop_3,service_printer,service_private,service_red_i,service_remote_job,service_rje,service_shell,service_smtp,service_sql_net,service_ssh,service_sunrpc,service_supdup,service_systat,service_telnet,service_tftp_u,service_tim_i,service_time,service_urh_i,service_urp_i,service_uucp,service_uucp_path,service_vmnet,service_whois,flag_REJ,flag_RSTO,flag_RSTOS0,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,attack_class_Normal,attack_class_Probe,attack_class_R2L,attack_class_U2R
service_smtp,-0.03314426569414433,0.03858305490319698,-0.06425959586740387,,,,-0.03059909961546398,,0.280871911838956,-0.02217248860042742,,,,,,,,,,-0.1694720779495646,-0.08911677107172561,-0.13424630861352732,-0.13496002633070955,-0.08236182787100826,-0.08374999796139557,0.16590600850493575,-0.03298490315059165,0.2867830254125293,-0.11786051939212162,0.02652691273276541,0.04254439301658098,-0.00507645499805016,-0.09689984687529732,-0.051552319835002657,-0.12180160874024196,-0.1391800641595959,-0.07007911982713723,-0.08790415597038884,0.11821224023030388,-0.09124677524140187,-0.00597783852686609,-0.020606370301352744,-0.0009891799936031622,-0.02169756644776563,-0.018690175729266248,-0.01900526147659243,-0.01636426927351118,-0.016633503281678126,-0.015998367974660147,-0.016258384326139897,-0.016722301646646617,-0.06903811186717342,-0.014596581181450824,-0.04825324789925768,-0.03928171939264456,-0.015433534076468162,-0.015256842147751568,-0.02961028596026892,-0.029499618181261962,-0.05957692599589061,-0.015952050182910557,-0.0009891799936024733,-0.015029003149778598,-0.17038334670695132,-0.000699453105051973,-0.01613653683388493,-0.000989179993604945,-0.017837219872859408,-0.018383267693799638,-0.01457969707735201,-0.012109005871494683,-0.014185893704189089,-0.015272988232989202,-0.014511966926365066,-0.014680714441063513,-0.014880720530281022,-0.014098848304625992,-0.013047298132838754,-0.013327112488701474,-0.013290140466584586,-0.01760012883538124,-0.012047961405105084,-0.009071963715539965,-0.04699993558112323,-0.001564049521862168,-0.006179291386171616,-0.011376649869096329,-0.005811662640119771,-0.11373236440264639,-0.001978407103543502,-0.006179291386168578,-0.006488650739787119,-0.0056406042506142035,1.0,-0.01095879122565558,-0.012350195302372951,-0.013673418750033018,-0.01634918411597018,-0.015305230074052448,-0.03425012877197114,-0.0012114979326948315,-0.0019784071035466233,-0.01793395305208359,-0.0022119439454024795,-0.017202648493283654,-0.019595344034948045,-0.018410153951977856,-0.017416690480081248,-0.01846381158262198,-0.07731851045520391,-0.0032754707911496054,-0.004726198445962573,-0.03326750039791807,-0.13311624748924045,0.007459473828628102,0.014577005787059385,0.012318616272146712,0.1753187927548466,-0.010794118294524702,0.21230962413782828,-0.07423360794676119,-0.022150848658183345,-0.005044849381798095
service_sql_net,-0.004533960025210684,-0.007404106880628379,-0.015573476375888878,,,,-0.006213086428840312,,-0.03572367167972906,-0.004483084605242741,,,,,,,,,,0.033629675148164395,-0.009994105781297712,0.04412338779511274,0.04425276049454135,0.01955661771693916,0.019657565045974722,-0.054570093232128296,0.008195916038597534,-0.016534386765013166,0.032260281667652324,-0.04150347369483734,-0.046829274241243606,0.004098111534913443,-0.015984606638320284,-0.014166416371066423,0.044308597557599395,0.04478343045117747,0.020645339688155233,0.020045616974293634,0.021020056139679385,-0.0162251585318881,-0.001062956773214196,-0.003664147297482123,-0.00017589226764821666,-0.0038581796938916744,-0.003323416782612285,-0.0033794441456181045,-0.0029098328408684627,-0.002957707020009789,-0.002844769647501472,-0.002891004777595869,-0.002973496811444112,-0.01227609750396864,-0.0025955091899438785,-0.00858021113372202,-0.006984927663074223,-0.0027443330072199866,-0.002712914312738823,-0.005265189729804348,-0.005245511201382949,-0.01059374500158242,-0.0028365335919135048,-0.0001758922676476627,-0.0026724008386620765,-0.030296926156538492,-0.00012437412155204668,-0.002869338314620071,-0.00017589226764889245,-0.003171747378903194,-0.0032688435495469887,-0.0025925069220329175,-0.002153177900344921,-0.0025224822867298373,-0.0027157853489116045,-0.0025804634012135184,-0.0026104694498808706,-0.002646033780735715,-0.002507004201002079,-0.0023200215027656132,-0.002369777039558432,-0.002363202813586912,-0.0031295887419547403,-0.002142323202831948,-0.0016131424819181615,-0.00835735184914381,-0.00027811340594609924,-0.001098778363285173,-0.0020229531092904583,-0.0010334080017652056,-0.020223461462093587,-0.0003517929133449571,-0.00109877836328447,-0.0011537874805159821,-0.001002991042034008,-0.01095879122565558,1.0,-0.0021960652981962065,-0.0024313559170199557,-0.0029071504548648474,-0.0027215184718656833,-0.0060902291351213125,-0.00021542400777480768,-0.00035179291334494766,-0.00318894810914643,-0.0003933195565865088,-0.0030589102818383046,-0.003484370407745214,-0.0032736243629024643,-0.0030969704232550583,-0.003283165561055803,0.023489370873630514,-0.004946273913458397,-0.0012627708117858957,0.0016949134928132205,0.0443933766773006,-0.0023796047137662492,-0.001402326661422569,-0.0008707847672952278,-0.05349757511006666,0.0018392092187393594,-0.047310040655305335,-0.006634134344002906,-0.003938780632448957,-0.0008970561509971011
service_ssh,-0.0054750425812873345,-0.008259047657134954,-0.015521597822525077,,,,-0.006547279239758957,,-0.03535265692208439,-0.0050522880938237875,,,,,,,,,,0.042268321684430586,-0.011089048815126094,0.05406868037037951,0.054265539713935176,0.01355486826222117,0.013251862360234465,-0.057631898617868646,0.00511044902141176,-0.01863370708944453,0.030446984542924167,-0.046610791928044355,-0.051456234182816356,0.007588437402571118,-0.019442065752801666,-0.009662682067595588,0.054228713229245586,0.05487693100607966,0.011580562706243872,0.01357249221899793,0.023688908132978363,-0.018285217096927264,-0.0011979171312661479,-0.0041293728303506754,-0.00019822476885488803,-0.004348040924417057,-0.003745380808090788,-0.0038085217933672647,-0.0032792853830454854,-0.0033332379997237046,-0.003205961315758624,-0.0032580667783651098,-0.003351032572487916,-0.01383475591456867,-0.0029250530231839556,-0.009669614198795891,-0.00787178248365202,-0.0030927725436249377,-0.003057364713959205,-0.005933694704863364,-0.005911517654087769,-0.011938800280040237,-0.003196679553477429,-0.0001982247688547595,-0.0030117073684665877,-0.03414363385442957,-0.00014016552191620018,-0.003233649391104008,-0.0001982247688544506,-0.0035744544058463694,-0.0036838785791932322,-0.0029216695665200787,-0.0024265602877638795,-0.002842754118253579,-0.0030606002767759118,-0.002908096916848708,-0.0029419127413781113,-0.0029819925661348635,-0.002825310827522478,-0.002614587510148001,-0.002670660354696595,-0.0026632514194321532,-0.0035269430162042487,-0.0024143274026379806,-0.0018179582302565683,-0.00941845915507538,-0.00031342461124647317,-0.0012382868786534966,-0.0022798012547926676,-0.0011646166430254032,-0.02279117227476495,-0.00039645897949377984,-0.0012382868786529949,-0.0013002803346072538,-0.0011303377353070257,-0.012350195302372951,-0.0021960652981962065,1.0,-0.0027400577131706854,-0.0032762624227228553,-0.00306706131674347,-0.0068634868304937036,-0.00024277573265655763,-0.00039645897949360697,-0.0035938390600177856,-0.00044325813313210135,-0.003447290728996344,-0.003926770220880297,-0.0036892663977347757,-0.0034901832497262336,-0.0037000190125223496,0.010253799317488781,0.011772004144377964,0.004173386906004676,2.6886889901168996e-05,0.05433836961762861,-0.002681735818518702,-0.0015803757722656032,-0.0009813456357592998,-0.05800903766597251,0.0011426541770189285,-0.05171338760990495,-0.002084551253077844,-0.004438875516675053,-0.0010109526163918571
service_sunrpc,-0.006355634303198787,-0.009237784451055768,-0.01943121823367415,,,,-0.006930357987440461,,-0.04457286502770418,-0.005593599863115312,,,,,,,,,,0.05809623300781713,-0.01209566930537596,0.061768980696157584,0.06188846283002951,0.0158378669900697,0.014217123273826736,-0.07120376361508439,0.0035973156520412363,-0.020630157958016683,0.0400369614081556,-0.05191199733204,-0.058528389517457306,0.001833139380834864,-0.023061273334755366,-0.017675612140159877,0.06200184017328857,0.06257085260717131,0.01640832277457016,0.014566147020015534,0.02622698286977497,-0.020244330083986798,-0.0013262642543441284,-0.004571801700486437,-0.00021946294814205355,-0.004813898310632254,-0.004146668041573304,-0.004216574072297775,-0.0036306342649449334,-0.0036903674677395116,-0.0035494541174242457,-0.0036071422585509344,-0.003710068584915187,-0.015317038013863003,-0.0032384487753290506,-0.010705635081439034,-0.008715180252070388,-0.0034241380846494517,-0.00338493659267884,-0.0065694420572647615,-0.0065448889150530945,-0.013217946081434874,-0.003539177889447903,-0.00021946294814174537,-0.0033343874322115494,-0.037801847817875975,-0.00015518312290440322,-0.0035801087459072303,-0.000219462948142567,-0.003957428259017943,-0.004078576346718225,-0.003234702808696985,-0.002686546578787617,-0.0031473322089932624,-0.0033885188198525275,-0.0032196759594753056,-0.0032571148758569713,-0.0033014889293789267,-0.0031280200108559095,-0.0028947193959015884,-0.0029567999918232216,-0.002948597249107825,-0.0039048264086170605,-0.002673003039047222,-0.0020127377376456816,-0.010427570807948863,-0.0003470055210668083,-0.001370959293354916,-0.002524063503499281,-0.0012893958883661363,-0.02523306188186733,-0.00043893634968026555,-0.0013709592933542104,-0.0014395948462648939,-0.0012514442731854166,-0.013673418750033018,-0.0024313559170199557,-0.0027400577131706854,1.0,-0.0036272874188678127,-0.003395672107965442,-0.007598853882164262,-0.000268787187060116,-0.0004389363496808846,-0.00397888982195566,-0.0004907496537776241,-0.0038166400236542206,-0.004347491861534054,-0.0040845414264088,-0.0038641281307379323,-0.004096446096847237,-0.01723343919942141,0.08919302029668874,-0.0015755746906179929,-0.0024451953318375026,0.06223847176747223,-0.002969062101937269,-0.0017497002425975888,-0.001086488876309796,-0.06586613793063387,0.0005627912546159035,-0.05902932026377872,-0.01160070188277577,-0.004914465094120615,-0.0011192680052392679
service_supdup,-0.008057405151820934,-0.011046051329826688,-0.023233733297117806,,,,-0.009269169551834386,,-0.05329537478774186,-0.006688217168268318,,,,,,,,,,0.06568237741858376,-0.01473492327911263,0.07854962727168972,0.07916701377627074,0.012895311105660811,0.011998188709825311,-0.08677990640501299,0.005948061482395654,-0.024667294768123245,0.04810029641622141,-0.06207982822507608,-0.070014292313545,-0.0007980519237304411,-0.028697575519132216,-0.021134570843200178,0.07827255983678069,0.07999863348906278,0.012125718770032209,0.012349953182435874,0.031359368098222595,-0.024205963841018894,-0.001585802269127037,-0.005466462273179453,-0.000262409877980966,-0.005755935017759984,-0.004958133771704633,-0.0050417197853991035,-0.0043411168150461485,-0.004412539269672382,-0.004244050441059465,-0.004313027633785211,-0.004436095718714853,-0.018314444922397016,-0.0038721841439714093,-0.012800631811557672,-0.01042066283120929,-0.004094211185050598,-0.004047338312823277,-0.007855022924128506,-0.007825664952288518,-0.015804579532797968,-0.004231763247458707,-0.0002624098779813587,-0.003986897135219232,-0.04519933026214432,-0.00018555106768886577,-0.004280703905267889,-0.00026240987798086435,-0.0047318614616610475,-0.004876717143126037,-0.0038677051252906996,-0.003212279639462538,-0.0037632368831369153,-0.004051621549734631,-0.003849737656506149,-0.003894503032899496,-0.003947560690560204,-0.0037401454610972843,-0.003461190009073883,-0.0035354192205876646,-0.0035256112747392636,-0.004668965901079825,-0.0031960857505106714,-0.002406612453806977,-0.012468152854668131,-0.00041491138806096564,-0.0016392437262585282,-0.0030180000842027605,-0.001541719094736716,-0.0301709456907661,-0.0005248322549931026,-0.0016392437262585894,-0.001721310641044292,-0.0014963406889747066,-0.01634918411597018,-0.0029071504548648474,-0.0032762624227228553,-0.0036272874188678127,1.0,-0.004060174672119812,-0.009085881406894933,-0.00032138642789934145,-0.0005248322549931874,-0.004757522859895105,-0.000586784957811016,-0.004563522231826891,-0.005198257011356738,-0.00488384953537181,-0.00462030333536886,-0.004898083843003187,0.018049972920577056,-0.007379239300547745,-0.00188390052086803,-0.0030463594439447965,0.0796975571660573,-0.0035500809156549583,-0.0020921008810556967,-0.0012991050009788865,-0.07981187771752768,-0.00044493172549106666,-0.07058082860404195,-0.01434455979060075,-0.005876181818422527,-0.0013382987113314882
service_systat,-0.007403303951200944,-0.010340718742413768,-0.02175017609865537,,,,-0.008677299832196669,,-0.04989227396429127,-0.006261150514868064,,,,,,,,,,0.06903380594910323,-0.014157023501113928,0.07003042125423214,0.07018841876847416,0.016960978794800123,0.016651207207324072,-0.0826529516142791,0.004963035938373689,-0.023092199528304717,0.04442133496237832,-0.0585045091750811,-0.06590211292189675,-0.0006415043559228639,-0.026438473169226682,-0.019785052695995134,0.07026608803655439,0.07095502199871655,0.015143228757259106,0.017051550593273308,0.029356959975204096,-0.02266032623538717,-0.0014845431067870263,-0.005117409051658297,-0.00024565406614342514,-0.005388397923297781,-0.004641539148120287,-0.004719787895036781,-0.004063920937048822,-0.004130782811787039,-0.003973052599154414,-0.004037625350747649,-0.004152835097096954,-0.017145001929579125,-0.0036249312988483958,-0.011983265561122508,-0.009755266135897705,-0.003832781117041915,-0.0037889012458369115,-0.0073534515384891235,-0.007325968178451891,-0.014795400446683885,-0.003961549986939852,-0.0002456540661431955,-0.00373231945418853,-0.042313190918098154,-0.00017370296654111345,-0.004007365608218124,-0.00024565406614348516,-0.004429715136581883,-0.004565321263259653,-0.0036207382815552636,-0.003007164063695951,-0.0035229407113471275,-0.0037929109826803625,-0.003603918100097438,-0.003645825046652514,-0.0036954947825908564,-0.003501323759438466,-0.003240180613480657,-0.003309670023627588,-0.0033004883502908023,-0.004370835683107527,-0.002992004212628045,-0.002252941617340611,-0.011672016578016612,-0.0003884178078596464,-0.0015345721352170302,-0.002825289954803556,-0.0014432748011835462,-0.02824442260080165,-0.0004913198332097074,-0.0015345721352166156,-0.0016113987831480926,-0.0014007939693833893,-0.015305230074052448,-0.0027215184718656833,-0.00306706131674347,-0.003395672107965442,-0.004060174672119812,1.0,-0.008505715292655106,-0.0003008647518299551,-0.0004913198332097077,-0.0044537379624991534,-0.0005493166337601052,-0.004272124970313148,-0.0048663296576854165,-0.004571998226689549,-0.004325280396753356,-0.004585323622712078,0.021980361517290013,-0.0069080484056666695,0.0027583209638307802,-0.0010987993719170014,0.07050787521039394,-0.0033233955168749823,-0.0019585127364978965,-0.0012161524874495593,-0.0747156030809024,-7.294469694267324e-05,-0.06607398956061453,-0.012103608993291113,-0.005500966534494012,-0.0012528435388214092
service_telnet,0.09297309961296489,-0.016092587010602122,0.10631269384435428,,,,0.015412687198745681,,-0.01153053587516637,0.1860602435058664,,,,,,,,,,-0.029844734730308534,-0.04077787887289321,0.08492770580162066,0.08562588668654661,-0.01015769211519899,-0.011439530247907401,-0.027391070566082722,0.00801786427951462,-0.05145019134497268,0.0057870326203907675,-0.11119480576762657,-0.09415756200590553,-0.003033435781268259,-0.04222139781896826,0.022610229816557526,0.09561562056738851,0.09404992303463702,-0.01852038758566142,-0.014366495907826205,0.06569516790288255,-0.05070940376757911,-0.003322118800514637,-0.011451766366820281,-0.0005497260320883814,-0.012058186767219951,-0.010386862056594915,-0.010561967536591122,-0.009094264819292645,-0.009243888693576476,-0.008890919148656693,-0.009035420410375708,-0.00929323741994375,-0.0383671804374188,-0.008111891371430665,-0.02681621815497687,-0.021830388680492988,-0.008577018847756438,-0.008478824228484833,-0.016455594649337414,-0.01639409223372784,-0.03310922920349168,-0.008865178539201926,-0.0005497260320880014,-0.008352205181224056,-0.09468869338727207,-0.0003887134622183893,-0.008967704990689964,-0.0005497260320884767,-0.009912841108376272,-0.01021630125099577,-0.008102508214102737,-0.006729448425292999,-0.007883656268912503,-0.008487797239885759,-0.008064867918680224,-0.008158647516226093,-0.008269798726827269,-0.007835281733955507,-0.007250894153145879,-0.007406397940691146,-0.007385851141198034,-0.009781080340769712,-0.00669552362646916,-0.00504164525047563,-0.02611970345388899,-0.0008692035253476839,-0.0034340740378895618,-0.006322449535412338,-0.003229768357283495,-0.06320552559410565,-0.0010994782485667226,-0.0034340740378891103,-0.0036059971368712267,-0.00313470451619069,-0.03425012877197114,-0.0060902291351213125,-0.0068634868304937036,-0.007598853882164262,-0.009085881406894933,-0.008505715292655106,1.0,-0.0006732768108231138,-0.00109947824856672,-0.009966599521511594,-0.0012292638106024927,-0.009560184960004544,-0.010889899506057637,-0.010231242996795608,-0.009679136468232609,-0.010261062641950203,-0.04316751520262728,0.08574231665453025,0.00015611609002288404,-0.006500403487485054,0.07720434078008245,0.07110445244864001,-0.00438277066744807,0.009172539269152567,-0.07045331759579083,-0.005140387479786476,-0.040069046278325936,-0.037376684472560075,0.025444401859777872,0.09533733982251569
service_tftp_u,-0.0006756067348353957,-0.0008177345915313665,-0.0017216528762935156,,,,-0.0006868587245810997,,-0.003949263517951196,-0.0004956064605599385,,,,,,,,,,-0.001666682010553006,-0.001746032683551688,-0.0031096330718720453,-0.0030838650951179624,-0.0018269181894387152,-0.0018272566874341378,-0.006855700143006247,0.0012706020417105675,-0.001827881832196606,-0.005762734009053277,-0.005010159181693629,-0.005303586870086393,-0.0005928575832543225,-0.0018169545880463297,-0.001566101935320826,-0.0031209677301716897,-0.003049420343112891,-0.0018916885012105506,-0.001836799310581635,-0.010248498212485187,0.013277158885765935,-0.00011751021684584626,-0.00040507267495170534,-1.944494737102188e-05,-0.0004265230194546384,-0.0003674048057609206,-0.0003735986489554058,-0.000321682966546097,-0.0003269754726128922,-0.00031449020936605336,-0.00031960151802861277,-0.00032872103918860123,-0.001357126570026573,-0.0002869343847484242,-0.0009485451302609042,-0.0007721860239518237,-0.00030338690613126133,-0.00029991355924156903,-0.0005820684363436482,-0.0005798929686288193,-0.001171141953952931,-0.0003135797107422801,-1.9444947371038777e-05,-0.00029543478151125726,-0.003349335036133783,-1.3749599571468229e-05,-0.00031720628350233136,-1.944494737099283e-05,-0.00035063770387226624,-0.00036137171710432946,-0.0002866024830550228,-0.00023803451688229527,-0.0002788612368566079,-0.0003002309532237653,-0.00028527106791351625,-0.0002885882463472126,-0.0002925198946851822,-0.0002771501294484326,-0.00025647913136904915,-0.0002619796221382234,-0.00026125283931892264,-0.0003459770528526432,-0.0002368345265430149,-0.00017833342580898646,-0.0009239079638972994,-3.074552744193324e-05,-0.00012147030527425382,-0.0002236381238939308,-0.00011424359055603788,-0.0022357102392820357,-3.889082093808943e-05,-0.00012147030527421709,-0.00012755158106719103,-0.00011088098576942928,-0.0012114979326948315,-0.00021542400777480768,-0.00024277573265655763,-0.000268787187060116,-0.00032138642789934145,-0.0003008647518299551,-0.0006732768108231138,1.0,-3.889082093808834e-05,-0.0003525392501942736,-4.3481604848721455e-05,-0.0003381635261095418,-0.0003851982813457197,-0.00036190023757411003,-0.00034237108711628034,-0.0003629550201327383,-0.0015269243445958378,-0.0005468121891652713,-0.000139599723769336,-0.0006831240375672267,-0.0030180265989888824,-0.00026306607471691403,-0.00015502766831719235,-9.626553911699096e-05,0.004026799482625313,-0.0002265899347186785,0.004553452180358451,-0.0015582833224489178,-0.00043543347941444146,-9.916984912596942e-05
service_tim_i,-0.0011032830740572719,-0.0006811602239981909,-0.002811503171706489,,,,-0.0011216578610412436,,-0.0064492483122118825,-0.0008093380233447381,,,,,,,,,,-0.005679561926231639,-0.002921055834840673,-0.005078110323379507,-0.005036030558440963,-0.002983404119833826,-0.0029839568957188024,0.00410722404504661,-0.0016818068430114028,-0.0029849777730992003,-0.011860787031739449,-0.008208713770031625,-6.641906447874266e-05,-0.0019172739763210487,0.009713416705725727,-0.0025574845074855706,-0.005096620110254114,-0.004979781397641358,-0.0027642231832319445,-0.002999540243323669,-0.01673605964730381,-0.0029291523339216,-0.00019189718898599247,-0.0006614940363917788,-3.1754096287500117e-05,-0.0006965229974741994,-0.0005999814427879814,-0.000610096147109304,-0.0005253165101865581,-0.0005339593079317159,-0.0005135705537851615,-0.0005219174515343847,-0.000536809862783482,-0.0022162223921955923,-0.0004685711875472447,-0.00154899845314857,-0.0012609995228302234,-0.0004954385756784268,-0.000489766511388591,-0.000950532640736262,-0.0009469800463313576,-0.001912504758308193,-0.0005120836862488519,-3.1754096287447546e-05,-0.0004824525528267326,-0.00546954976051495,-2.2453447693883457e-05,-0.0005180059723040759,-3.175409628746064e-05,-0.0005726003366497732,-0.0005901292547383691,-0.0004680291835979915,-0.00038871645289617976,-0.0004553875306036297,-0.0004902848238794473,-0.00046585494862343504,-0.00047127198582912904,-0.0004776924681050432,-0.00045259324844713596,-0.0004188369800044228,-0.000427819422084556,-0.0004266325671551566,-0.0005649893743565163,-0.00038675683798574295,-0.0002912230445457336,-0.001508765330479259,-5.0208232512663126e-05,-0.00019836411465416108,-0.0003652067750138152,-0.00018656270472321629,-0.003650971990522955,-6.350970507691679e-05,-0.00019836411465411435,-0.0002082949935287837,-0.00018107148512155267,-0.0019784071035466233,-0.00035179291334494766,-0.00039645897949360697,-0.0004389363496808846,-0.0005248322549931874,-0.0004913198332097077,-0.00109947824856672,-3.889082093808834e-05,1.0,-0.0005757056104146073,-7.100657259463709e-05,-0.0005522296853813827,-0.0006290386434165196,-0.000590992342181431,-0.0005591007400985957,-0.0005927148290721022,-0.002493506500003119,-0.0008929582875481951,-0.0002279699186479217,-0.0011155590216486075,-0.004928514610699759,-0.0004295936269267105,-0.0002531641466040775,-0.00015720408700194719,0.006575866525198965,-0.00037002715757081164,0.0014445825398893108,-0.0025447165127232946,-0.0007110740064367274,-0.00016194689951362333
service_time,-0.00805397768700986,-0.012116435521258689,-0.025476867499913715,,,,-0.008597851360148057,,-0.05778378030598941,-0.0073365234525849116,,,,,,,,,,0.06447536845709655,-0.017917220314643725,0.06515356222586079,0.06542119393676074,0.01741760978672776,0.01612496744682292,-0.07575921659376021,0.0011232399420773333,-0.027058359802944888,0.02898897609052657,-0.06814524176337335,-0.059084732776524054,0.00015785046148642377,-0.0285624523342299,-0.018209462929652302,0.06383905652263092,0.06477135496304788,0.01962104996364879,0.017085627000177867,0.034399113205064,-0.026552310869145106,-0.001739518207311437,-0.005996340678108231,-0.0002878459499100423,-0.006313872768637042,-0.005438738572940693,-0.005530426796352398,-0.004761912557992333,-0.004840258176898699,-0.004655437287926183,-0.004731100619331351,-0.004866098013801846,-0.020089711699546972,-0.004247525023537661,-0.014041430343952754,-0.011430764780729694,-0.004491073723128621,-0.004439657341510928,-0.008616430724939223,-0.008584227008544337,-0.017336558530316976,-0.004641959064703377,-0.00028784594991040175,-0.004373357443350801,-0.04958061889556109,-0.0002035370152475538,-0.004695643667751875,-0.0002878459499099486,-0.00519053309942062,-0.005349430018823877,-0.004242611841905064,-0.003523654259169204,-0.004128017221372131,-0.004444355763693449,-0.004222902739650094,-0.0042720073404063095,-0.004330208014813306,-0.004102687487747185,-0.0037966921582614317,-0.003878116600314549,-0.0038673579447426596,-0.005121540908579929,-0.003505890654455608,-0.002639891657892405,-0.013676723337135054,-0.0004551298279817597,-0.0017981398838740057,-0.003310542681351832,-0.0016911619361744815,-0.033095493922939125,-0.0005757056104143915,-0.0017981398838735321,-0.0018881617581302456,-0.0016413848835321598,-0.01793395305208359,-0.00318894810914643,-0.0035938390600177856,-0.00397888982195566,-0.004757522859895105,-0.0044537379624991534,-0.009966599521511594,-0.0003525392501942736,-0.0005757056104146073,1.0,-0.000643663549844057,-0.005005876310231329,-0.0057021375827006615,-0.005357253772402487,-0.0050681613538316895,-0.005372867848460812,-0.02260324906137956,0.1106892661157842,0.00566261441399981,-0.005285015725974416,0.06545127361365363,-0.0038941994915819623,0.00814701340758561,0.00417677250620698,-0.07089740659798245,0.003798060155456607,-0.060592278688939995,-0.012775129386234865,-0.006445775404436137,-0.0014680234859724458
service_urh_i,-0.001233517768591122,-0.0014353834648335394,-0.0031433810599551973,,,,-0.0012540615680703083,,-0.007210536057553099,-0.0009048746020547724,,,,,,,,,,-0.006443367182903221,-0.003312648894420884,-0.0056775450127463595,-0.00563049803181928,-0.0033355736884266413,-0.003336191715554811,0.004500848834215398,0.006767113597826732,-0.0033373331002279653,-0.003291571551047258,-0.006563901344915664,-0.006693050912977531,0.0008040708104919675,0.0010271493762997379,-0.0023771683039408445,-0.005698239747884651,-0.005567609058925125,-0.003453830843550302,-0.0033536145661724297,-0.018711632070369633,-0.0032749178663032583,-0.00021454928288419127,-0.000739578687366274,-3.5502440776360906e-05,-0.0007787425673602961,-0.0006708049710039139,-0.0006821136439979714,-0.0005873263758752821,-0.0005969893942209394,-0.0005741938931334971,-0.0005835260826001336,-0.0006001764367401732,-0.0024778316319846857,-0.0005238826728003911,-0.0017318466678341732,-0.0014098515187764107,-0.0005539215643885521,-0.0005475799533824638,-0.0010627362365536312,-0.001058764283723683,-0.0021382622985498608,-0.0005725315114950481,-3.5502440776293685e-05,-0.0005394026342030457,-0.006115191082370906,-2.5103916980154857e-05,-0.0005791528811573499,-3.550244077637669e-05,-0.0006401917206606075,-0.000659789802457122,-0.0005232766891491774,-0.0004346016565165024,-0.0005091427792195299,-0.0005481594489628806,-0.000520845801253318,-0.0005269022810481283,-0.0005340806554403569,-0.0005060186519981316,-0.00046827769692772225,-0.0004783204522009274,-0.0004769934975166767,-0.0006316823385750912,-0.00043241072305024114,-0.00032559984696332265,-0.0016868643121112795,-5.613495610499942e-05,-0.00022177958298272597,-0.0004083168289089765,-0.00020858510081742357,-0.004081943182907743,-7.10065725946377e-05,-0.00022177958298264135,-0.00023288273124901076,-0.00020244568192363387,-0.0022119439454024795,-0.0003933195565865088,-0.00044325813313210135,-0.0004907496537776241,-0.000586784957811016,-0.0005493166337601052,-0.0012292638106024927,-4.3481604848721455e-05,-7.100657259463709e-05,-0.000643663549844057,1.0,-0.0006174164593675446,-0.0007032921668368298,-0.0006607547712137398,-0.0006250985930635157,-0.0006626805853899544,-0.0027878471501923867,-0.0009983656417864222,-0.0002548801408883155,-0.0012472428041959101,-0.0055102905936029855,-0.00048030408926566775,-0.0002830483676864825,-0.00017576090776060544,0.007352100647110317,-0.00041370622323276253,0.008313659238878968,-0.002845102139512834,-0.0007950112191029073,-0.00018106357544780526
